ticket_id,customer_id,created_date,priority,department,category,subject,message,assigned_agent,resolution,status,sentiment,resolution_time,escalation
TKT-002995,CUST-00595,2026-05-13 10:08,Low,Billing,Billing,Requesting refund for duplicate charge,We have a question about our billing — we were charged twice for the same billing period and would like this corrected. Could someone from your billing team clarify this for us?,Caleb Foster,Escalated internally; engineering confirmed a caching delay and applied upgrading to the appropriate plan tier.,Closed,Neutral,37.1,No
TKT-002996,CUST-00084,2025-08-10 18:19,Low,Billing,Billing,Need a copy of last invoice,We have a question about our billing — we need an itemized copy of our last invoice for our own accounting records. Could someone from your billing team clarify this for us?,Noah Bennett,,Open,Neutral,,No
TKT-002997,CUST-00323,2026-07-28 00:00,Normal,Security,Security,IP allowlisting not permitting access,"We have a security-related question or request — our IP allowlist is blocking legitimate traffic from a newly added office location. Given the nature of this, we'd appreciate a prompt response.",Ingrid Solberg,Provided documentation and guided customer through adjusting the widget installation snippet to address a plan-tier feature limitation.,Closed,Negative,12.7,No
TKT-002998,CUST-00757,2026-08-03 08:59,High,Billing,Billing,Seat count discrepancy on invoice,We have a question about our billing — the seat count on our invoice doesn't match our actual active user count. Could someone from your billing team clarify this for us?,Owen Fitzgerald,Resolved after updating configuration — reauthorizing the integration. Customer confirmed resolution.,Resolved,Negative,5.3,Yes
TKT-002999,CUST-00791,2025-02-20 16:10,High,Technical Support,Api Platform,API returning 401 errors,"We're integrating with the CloudDesk API Platform and running into an issue — we're getting 401 Unauthorized errors despite using what we believe is a valid API key. Here's what we've checked on our end so far, but wanted to confirm with your team.",Freya Lindqvist,Provided documentation and guided customer through adjusting the widget installation snippet to address a misconfigured routing rule.,Resolved,Positive,6.1,Yes
TKT-003000,CUST-00691,2026-01-26 18:30,High,Technical Support,Api Platform,API returning 401 errors,"We're integrating with the CloudDesk API Platform and running into an issue — we're getting 401 Unauthorized errors despite using what we believe is a valid API key. Here's what we've checked on our end so far, but wanted to confirm with your team.",Diego Morales,Issue identified as a DNS propagation delay; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Negative,9.5,No
TKT-003001,CUST-00990,2026-02-20 23:18,High,Account Management,Account Admin,Need to add new agent seats,We need some help managing our account — we're onboarding several new hires and need to add agent seats to our account. Let us know what you need from us to get this handled.,James Okafor,Escalated internally; engineering confirmed a plan-tier feature limitation and applied correcting the field identifier reference.,Resolved,Negative,5.2,No
TKT-003002,CUST-00513,2024-08-01 19:38,Normal,Onboarding,Onboarding,Guidance on configuring SLA targets,We're in the process of setting up Corvex Cloud and could use some guidance — we need guidance on setting appropriate SLA targets for our team's priority levels. Happy to hop on a call if that's easier.,Sarah Chen,Escalated internally; engineering confirmed an expired authentication token and applied clearing cached data and reloading.,Closed,Neutral,14.9,No
TKT-003003,CUST-00286,2026-07-28 05:29,Low,Account Management,Account Admin,Request to deactivate former employee,We need some help managing our account — we need to deactivate a former employee's account as part of our offboarding process. Let us know what you need from us to get this handled.,Ingrid Solberg,Issue identified as a DNS propagation delay; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Closed,Neutral,34.4,No
TKT-003004,CUST-00344,2026-04-02 02:07,High,Billing,Billing,Update payment method on file,We have a question about our billing — we need to update the credit card on file before our next renewal date. Could someone from your billing team clarify this for us?,Amara Chukwu,Issue identified as a browser extension conflict; resolved by waiting for propagation and reverifying. Confirmed working with the customer.,Closed,Negative,6.5,No
TKT-003005,CUST-00671,2025-08-30 07:26,High,Onboarding,Onboarding,Help setting up chat widget for the first time,We're in the process of setting up Corvex Cloud and could use some guidance — we're configuring the chat widget for the first time and want to confirm we're doing it correctly. Happy to hop on a call if that's easier.,James Okafor,Walked the customer through adjusting the widget installation snippet. Root cause was a plan-tier feature limitation.,Closed,Neutral,3.8,Yes
TKT-003006,CUST-00835,2023-04-21 21:27,Urgent,Billing,Billing,Question about invoice charge,We have a question about our billing — a line item on our latest invoice doesn't match what we expected to be charged. Could someone from your billing team clarify this for us?,Caleb Foster,Escalated internally; engineering confirmed an expired authentication token and applied adjusting the widget installation snippet.,Resolved,Neutral,0.6,No
TKT-003007,CUST-00445,2025-04-21 23:24,High,Technical Support,Account Access,IP allowlisting blocking access,"We're having trouble accessing our account — our IP allowlist seems to be blocking access from our own office network. This is blocking our team from working, so any urgency you can provide is appreciated.",Ethan Park,Escalated internally; engineering confirmed an expired authentication token and applied adjusting the widget installation snippet.,Resolved,Positive,5.1,Yes
TKT-003008,CUST-00924,2020-06-22 07:42,High,Security,Security,API key rotation policy question,"We have a security-related question or request — clarification on how our configured API key rotation policy affects active integrations. Given the nature of this, we'd appreciate a prompt response.",Ethan Park,Escalated internally; engineering confirmed a caching delay and applied correcting the field identifier reference.,Resolved,Neutral,4.8,Yes
TKT-003009,CUST-00670,2024-09-03 09:09,Low,Product & Feature Requests,Feature Request,Requesting a new reporting feature,We wanted to pass along a feature suggestion — a way to schedule dashboard exports more frequently than the current options allow. This would make a meaningful difference for our team's workflow.,Chloe Martin,Issue identified as a misconfigured routing rule; resolved by reauthorizing the integration. Confirmed working with the customer.,Resolved,Neutral,30.8,No
TKT-003010,CUST-00581,2026-03-19 00:01,High,Technical Support,Chat Widget,Pre-chat form not saving customer email,"Hi team, we're seeing an issue with the CloudDesk Chat widget on our site — the pre-chat form isn't saving customer email addresses to the conversation. This started this morning and is affecting our support queue. Can someone take a look?",Chloe Martin,Walked the customer through upgrading to the appropriate plan tier. Root cause was an outdated integration credential.,Resolved,Positive,2.5,No
TKT-003011,CUST-00583,2025-08-10 21:26,Normal,Technical Support,Mobile,Push notifications not arriving on mobile,One of our agents is having trouble with CloudDesk Mobile — one of our agents isn't receiving push notifications for new assignments. Let us know if there's a setting we're missing.,Kwame Mensah,Issue identified as a browser extension conflict; resolved by adjusting the widget installation snippet. Confirmed working with the customer.,Resolved,Neutral,36.3,No
